Province,Year,Region,Regional GDP,Secondary industry value added,Tertiary industry value added from Long,GDP per capita from Long,Industrial value added from Long,Total electricity generation,Population,Hydropower generation from Long,Raw coal production from Long,Non fossil electricity generation,SO2 emissions,Natural gas production from Long,Total apparent CO2 emissions (mt),Total energy consumption
江西省,2019,中部地区,24757.5,10939.83,11760.11,53164.0,8965.81,1376.0,4516.0,167.74,504.0,,22.71,0.03,186.1770908333334,9665.2
河南省,2019,中部地区,53739.29,22185.46,26918.17,54378.0,17938.2,2888.0,9901.0,145.06,10938.0,,10.44,2.96,463.9982837733334,22275.0
湖北省,2019,中部地区,45828.31,18723.05,22896.5,76712.0,15707.64,2958.0,5927.0,1356.98,41.0,,11.68,1.07,282.3624295440555,17316.0
湖南省,2019,中部地区,39930.75,14974.78,21308.77,60159.0,11601.75,1559.0,6640.0,543.97,1473.0,,19.13,,242.0617535666667,16001.0
云南省,2019,西部地区,23223.75,8060.35,12125.71,47944.0,5400.45,3466.0,4714.0,2855.85,5523.0,,29.25,,172.1130209800766,12178.57
内蒙古,2019,西部地区,17212.53,6763.14,8586.13,71170.0,5458.6,5495.13,2415.0,58.07,109068.12,,35.24,22.07,972.7872788599997,25345.57
四川省,2019,西部地区,46363.8,17187.9,24368.3,55619.0,13165.91,3924.0,8351.0,3316.01,3397.0,,18.82,441.4,276.5570560555556,20790.6
宁夏,2019,西部地区,3748.48,1587.08,1881.44,52556.09,1272.45,1765.93,716.9326,21.87,7476.87,,12.5,,251.8987412555556,7648.0
广西,2019,西部地区,21237.14,7046.43,10801.04,42964.0,5246.57,1846.0,4982.0,839.76,406.0,839.76,10.0,0.23,226.5917734,11270.05
新疆,2019,西部地区,13597.1,4784.4,7030.9,54280.0,3831.0,3670.0,2559.0,292.0,24165.0,,23.86,341.08,519.3051657266666,18490.0
甘肃省,2019,西部地区,8718.3,2862.4,4796.6,34707.0,2319.75,1631.0,2509.0,496.12,3685.0,,11.29,1.58,185.4413767466667,7818.02
西藏,2019,西部地区,1697.8,635.6,924.0,48902.0,131.7,86.0,361.0,68.49,,,0.34,,,
贵州省,2019,西部地区,16769.34,5971.45,8517.33,43727.0,4392.47,2207.0,3848.0,769.36,13168.0,,23.37,3.15,289.2356000199999,10423.27
重庆市,2019,西部地区,23689.64,9059.83,13078.22,74601.0,6467.12,761.65,3188.0,242.27,1171.0,,7.5,110.53,125.6660575466667,7355.16
陕西省,2019,西部地区,26214.54,11590.2,12633.24,66577.0,9311.71,2193.0,3944.0,154.98,63630.0,,20.38,481.55,611.5946677133331,14436.63
青海省,2019,西部地区,2941.1,1153.9,1485.3,49976.0,821.89,791.0,590.0,520.0,1007.0,,4.32,64.0,45.28020973333334,4235.23
吉林省,2020,东北地区,12255.98,4319.86,6383.08,50561.0,3501.19,1018.8,2399.0,93.84,1040.0,,6.84,19.81,184.394034,7185.7
辽宁省,2020,东北地区,25011.4,9357.5,13369.1,58629.0,7906.0,2051.1,4255.0,604.87,3091.5,604.87,20.6,7.3,646.1317758666667,24849.5
黑龙江,2020,东北地区,14000.1,3454.7,7100.3,43573.0,3113.0,1083.5,3171.0,31.99,5206.3,,14.32,46.8,336.8889072000001,11525.1
上海市,2020,东部地区,41603.87,10356.71,31139.48,167500.0,9740.24,863.74,2488.0,,0.0,,0.54,15.11,154.6268817733333,11099.59
北京市,2020,东部地区,35943.3,5739.1,30095.9,164158.0,4216.48,457.5,2189.0,11.46,0.0,,0.18,19.98,66.06906452222222,6762.1
天津市,2020,东部地区,14230.77,4966.58,9053.85,102675.0,4395.94,771.6,1387.0,0.1,0.0,,1.02,36.31,128.4926875555556,8029.11
山东省,2020,东部地区,72798.17,28456.66,38977.16,71825.0,22986.45,5806.4,10165.0,664.86,10944.6,664.86,19.0,5.77,1273.7735698,43649.0
广东省,2020,东部地区,113708.86,43756.0,65220.0,90558.0,39004.78,3603.12,12624.0,1622.79,0.0,1622.79,11.69,131.59,575.1479738750602,34502.92
江苏省,2020,东部地区,102807.68,44631.25,53638.85,121333.0,38198.13,5049.54,8477.0,783.62,1022.28,783.62,11.26,4.24,628.0625281333333,32672.49
河北省,2020,东部地区,36013.8,13765.1,18368.4,48302.0,11664.1,3425.1,7464.0,15.17,4974.7,,16.17,5.61,589.5646331333334,33027.3
浙江省,2020,东部地区,67164.46,26638.15,38360.05,104593.0,22754.35,3366.0,6468.0,1088.68,0.0,1088.68,5.15,,454.5545122666667,25695.27
海南省,2020,东部地区,5532.39,1055.26,3341.15,55131.0,557.42,345.5,1012.0,132.48,0.0,132.48,0.59,1.04,64.24821623333332,2270.64
福建省,2020,东部地区,43682.03,19509.66,21441.56,105283.0,15063.69,2651.1,4161.0,1085.74,659.0,1085.74,7.88,,281.648774112,14365.92
安徽省,2020,中部地区,38061.51,15216.46,19660.1,62411.0,11235.53,2682.0,6105.0,41.0,11084.0,,10.9,2.24,397.1708699333333,14697.9
山西省,2020,中部地区,17835.58,7703.22,8965.76,51051.0,6768.53,3503.5,3490.0,46.76,107906.0,,16.05,85.93,1924.954157966667,
江西省,2020,中部地区,25782.0,11107.9,12430.2,57069.0,8991.57,1320.58,4519.0,144.89,314.46,,10.25,,183.1731488733333,9808.6
河南省,2020,中部地区,54160.58,21416.56,27390.01,54592.0,17771.96,2906.1,9941.0,140.21,10647.0,,6.68,2.9,464.5637038599999,22767.0
湖北省,2020,中部地区,43443.46,17023.9,22287.65,74440.47,13174.73,3015.8,5745.0,1647.22,40.0,,9.72,1.01,242.4489339102377,
湖南省,2020,中部地区,41693.71,15577.34,21875.64,62768.0,12127.45,1496.21,6645.0,573.66,1053.3,,10.24,0.03,227.6336918333333,
云南省,2020,西部地区,24555.72,8387.49,12556.47,51975.0,5579.39,3451.17,4722.0,2959.99,5265.63,,23.94,,205.7157985266666,13006.71
内蒙古,2020,西部地区,17258.05,6908.17,8321.06,71640.0,5597.63,5810.97,2403.0,57.35,103000.0,,27.39,25.55,1046.662195446667,27133.6
四川省,2020,西部地区,48501.6,17505.6,25439.2,58009.0,13401.02,4182.3,8371.0,3541.38,2240.0,,16.31,463.3,266.6840893,21185.9
宁夏,2020,西部地区,3956.34,1629.27,1988.99,55030.77,1306.53,1882.36,720.9319,22.5,8151.6,,7.16,,259.5129114777778,0.79
广西,2020,西部地区,22120.87,7046.84,11428.11,44309.0,5172.76,1970.9,5019.0,905.99,414.0,905.99,8.78,0.22,222.2433434,12081.05
新疆,2020,西部地区,13800.7,4786.7,7032.8,53593.0,3633.33,4121.9,2590.0,268.2,26966.0,,14.48,369.83,555.4673467,18981.81
甘肃省,2020,西部地区,8979.7,2824.8,4966.7,35848.0,2265.39,1601.18,2501.0,379.27,3848.12,,8.58,3.9,195.9865262333333,8104.71
西藏,2020,西部地区,1902.7,714.9,1037.5,52345.0,145.16,88.9,366.0,70.24,0.0,,0.57,,,
贵州省,2020,西部地区,17860.41,6262.98,9057.51,46355.0,4399.21,2174.34,3858.0,831.16,12055.0,,17.74,5.04,277.8234403,10668.12
重庆市,2020,西部地区,25158.07,9646.03,13708.5,78656.0,6980.78,779.2,3209.0,281.0,939.0,,6.75,130.04,87.82853224666667,7553.39
陕西省,2020,西部地区,26297.02,10721.1,13308.19,66583.0,8389.64,2379.4,3955.0,128.11,67973.0,,9.37,527.38,620.1878615666668,14442.87
青海省,2020,西部地区,3009.8,1143.2,1528.6,50845.0,792.24,858.0,593.0,572.0,1092.0,,4.01,64.0,41.3184441,4150.36
吉林省,2021,东北地区,13163.84,4768.28,6841.72,55148.0,3839.49,984.0,2375.0,105.0,905.0,295.2,6.23,21.38,190.8840069674,7287.6
辽宁省,2021,东北地区,27569.5,10883.3,14224.2,64992.0,9386.5,2147.0,4229.0,718.88,3087.7,718.88,16.3,7.9,649.7070767666665,24930.8
黑龙江,2021,东北地区,15292.8,4082.3,7746.6,48579.0,3734.9,1144.9,3125.0,27.0,5974.9,239.75,11.03,50.5,358.5109225066667,11912.6
上海市,2021,东部地区,47059.37,11425.38,35537.97,189100.0,10766.99,1006.75,2489.0,,0.0,33.69,0.58,17.24,161.29419202,11683.02
北京市,2021,东部地区,41045.6,7389.0,33545.2,187526.0,5692.53,471.0,2189.0,14.0,0.0,24.24,0.14,4.28,66.98811636666666,
天津市,2021,东部地区,16093.24,5780.54,10046.79,116618.0,5235.62,776.0,1373.0,0.2,0.0,37.87,0.85,39.02,141.0076325111111,8555.05
山东省,2021,东部地区,41848.5,16959.3,22159.6,81510.0,26894.08,6196.0,10170.0,928.92,9312.0,928.92,17.0,6.22,1267.572223444444,45935.1
广东省,2021,东部地区,127577.42,49977.0,72615.0,100820.0,44513.29,4638.57,12684.0,1666.25,0.0,1666.25,9.79,132.48,669.6167718132929,36821.42
江苏省,2021,东部地区,21372.3,9669.8,10083.5,138255.0,45730.67,5782.4,8505.0,1127.14,934.34,1127.14,8.86,0.94,669.2206741999998,34679.94
河北省,2021,东部地区,14237.8,6932.3,6126.6,54181.0,14132.3,3288.64,7448.0,7.97,4641.0,798.65,17.07,5.28,579.35934978,32829.13
浙江省,2021,东部地区,76765.29,31370.68,43182.68,118028.0,26972.14,4018.0,6540.0,1174.27,0.0,1174.27,4.33,,526.0089992933333,27658.95
海南省,2021,东部地区,3724.3,712.4,2689.5,63707.0,683.6,391.0,1020.0,136.77,0.0,136.77,0.43,8.03,68.40340858666666,2446.19
福建省,2021,东部地区,49602.64,22434.46,24268.16,118837.0,17543.01,2931.0,4187.0,1228.11,548.0,1228.11,6.51,,314.5393617344444,15843.37
安徽省,2021,中部地区,42565.17,17240.14,21961.14,69676.0,12790.84,3083.39,6113.0,81.0,11274.0,342.41,8.55,2.32,415.063909,15342.63
山西省,2021,中部地区,22590.16,11213.13,10090.16,65625.0,10543.63,3926.2,3480.0,39.0,120346.0,697.61,14.7,123.35,2099.792256244445,
江西省,2021,中部地区,29619.67,13183.21,14102.17,65553.0,10773.43,1425.2,4517.0,136.0,237.22,319.9,8.75,,189.2365783666667,10517.8
河南省,2021,中部地区,57806.91,22571.05,29609.72,58320.0,18785.3,2931.0,9883.0,116.0,9372.0,580.01,6.0,2.93,474.7429473133333,23521.0
湖北省,2021,中部地区,50091.23,19332.14,26123.88,86551.0,16040.72,3291.0,5830.0,1599.0,30.0,1816.47,9.21,1.29,286.9507376541,
湖南省,2021,中部地区,45751.85,17325.89,24103.7,68971.0,13602.64,1749.0,6622.0,538.0,727.0,725.5699999999999,8.49,0.03,218.0271954999999,
云南省,2021,西部地区,27161.6,9537.2,13793.1,57717.0,6555.76,3765.0,4690.0,3027.0,6099.0,3313.62,13.27,,203.9939594301794,13448.94
内蒙古,2021,西部地区,21166.0,9880.56,8931.53,88137.0,8443.76,6119.93,2400.0,62.0,107000.0,1241.11,22.48,289.75,1034.0940912,26900.46
四川省,2021,西部地区,53850.79,19901.38,28287.55,64326.0,15428.16,4519.0,8372.0,3724.0,1953.0,3863.08,13.58,522.2,268.8812243333334,22569.4
宁夏,2021,西部地区,4588.24,2099.21,2124.41,63461.13,1762.2,2082.89,725.0,21.0,8670.1,485.49,6.03,0.21,283.5170735444444,8047.9
广西,2021,西部地区,24740.86,8187.9,12537.45,49206.0,6074.49,2008.0,5037.0,886.96,352.0,886.96,7.0,0.22,239.2547681111111,13189.02
新疆,2021,西部地区,16311.6,6295.9,7656.6,61725.0,4691.61,4613.0,2589.0,286.0,32148.0,1018.01,13.33,387.59,632.03459422,
甘肃省,2021,西部地区,10225.5,3451.2,5409.5,40976.0,2835.35,1932.0,2490.0,452.0,4407.0,890.24,8.47,4.18,211.5168860666667,8434.23
西藏,2021,西部地区,2080.2,757.3,1158.8,56831.0,189.9,113.0,366.0,93.0,0.0,109.07,0.22,,,
贵州省,2021,西部地区,19458.6,6850.52,9877.16,50808.0,4898.83,2407.0,3852.0,734.0,13232.0,921.36,14.31,5.22,295.4391621333333,11311.78
重庆市,2021,西部地区,28092.54,10679.52,15490.69,87502.0,7894.39,930.94,3212.0,283.0,0.0,310.44,5.1,139.55,122.33182304,8035.88
陕西省,2021,西部地区,30476.58,12963.34,15103.69,77068.0,10739.88,2615.83,3954.0,141.0,69993.75,457.64,8.11,294.13,571.8663906200002,15260.07
青海省,2021,西部地区,3385.1,1364.7,1666.7,57036.0,980.2,887.0,594.0,477.0,1109.0,771.03,4.08,62.0,45.98726696666667,4694.47
吉林省,2022,东北地区,12818.06,4370.21,6758.75,54279.0,3528.83,1056.89,2348.0,118.0,1000.0,378.1,5.51,20.5,185.1637983933333,7027.83
辽宁省,2022,东北地区,28826.1,11363.6,14864.5,68422.0,9929.6,2119.7,4197.0,820.76,3158.1,820.76,13.1,8.4,613.7140389333332,24707.3
黑龙江,2022,东北地区,16359.2,4549.5,8174.4,52568.0,4156.7,1149.4,3099.0,39.69,6951.8,338.66,10.26,55.7,354.3773302,11703.6
上海市,2022,东部地区,48594.47,11386.44,37108.08,195800.0,10772.73,963.45,2475.0,,,42.38,0.67,19.47,216.4560925133333,10951.01
北京市,2022,东部地区,41610.9,6605.1,34894.3,190313.0,5036.4,467.09,2184.0,9.43,,23.52,0.11,8.0,67.8022344,
天津市,2022,东部地区,16588.52,6092.68,10222.69,121300.0,5555.26,764.89,1363.0,0.14,,49.17,0.65,41.17,138.3723091111111,8373.53
山东省,2022,东部地区,44053.9,17897.4,23317.7,86003.0,28296.99,6203.58,10163.0,1112.02,8800.0,1112.02,15.0,7.97,1205.304477886667,48166.9
广东省,2022,东部地区,132547.11,51341.0,75856.0,104611.0,45547.51,6365.7,12657.0,1896.53,,1896.53,8.82,124.39,659.0715287333333,37726.11
江苏省,2022,东部地区,22464.4,10353.1,10383.3,144390.0,47688.4,6077.31,8515.0,1324.63,1000.0,1324.63,7.48,0.85,671.9659703733334,35823.95
河北省,2022,东部地区,15198.4,7432.7,6507.5,56995.0,13864.3,3792.87,7420.0,37.21,4700.0,1067.31,14.62,5.66,582.7867888333333,32763.5
浙江省,2022,东部地区,80770.04,32873.3,45711.54,123153.0,28326.19,4115.0,6577.0,1287.43,,1287.43,4.06,,568.8947452533333,30147.51
海南省,2022,东部地区,3860.8,749.3,2747.5,66602.0,755.9,405.71,1027.0,160.43,,160.43,0.36,31.54,60.99970332666665,2424.0
福建省,2022,东部地区,52099.64,22470.01,26552.1,124417.0,17495.22,3088.8,4188.0,1487.67,400.0,1487.67,6.0,,296.0060015222222,16302.42
安徽省,2022,中部地区,44607.72,17946.85,23144.35,72888.0,13400.16,3298.77,6127.0,52.8,11177.0,376.16,7.11,2.46,388.81372642,15882.7
山西省,2022,中部地区,25642.59,13840.85,10461.34,73675.0,12759.9,4298.79,3481.0,36.39,132000.0,721.9200000000001,12.85,132.1,2247.734723946666,19582.62
江西省,2022,中部地区,32074.72,14359.56,15263.68,70920.0,11770.33,1725.05,4528.0,162.04,200.0,392.42,7.6,,161.57794935,10785.7
河南省,2022,中部地区,58807.44,22122.52,30953.9,59537.0,17134.23,3429.77,9872.0,122.49,9800.0,709.85,5.89,3.88,487.35926808,24402.0
湖北省,2022,中部地区,52741.68,19793.73,27965.82,92059.14,16240.83,2986.61,5844.0,1219.96,73.0,1513.2,8.5,1.38,294.3745496888889,
湖南省,2022,中部地区,47957.88,17519.84,25836.82,72521.0,13717.46,1658.96,6604.0,505.98,799.56,740.6800000000001,6.96,0.01,216.2295876,
云南省,2022,西部地区,28954.2,10471.2,14470.82,61716.0,7197.1,4016.65,4693.0,3282.91,6700.0,3552.12,18.46,,198.0692031066666,14188.64
内蒙古,2022,西部地区,23158.66,11241.84,9263.14,96474.0,9761.2,6619.21,2401.0,42.71,121400.0,1364.39,20.27,307.22,1058.067816,27980.98
四川省,2022,西部地区,56749.81,21157.11,29628.41,67777.0,16412.2,4846.17,8374.0,3886.56,2300.0,4051.55,12.22,554.06,260.5510916866667,22545.0
宁夏,2022,西部地区,5069.57,2449.1,2212.99,69781.0,2083.96,2235.13,728.0,18.45,9500.0,513.97,5.48,0.16,300.7556613933334,8679.0
广西,2022,西部地区,26300.87,8938.57,13092.49,52164.0,6775.89,2115.91,5047.0,1025.13,400.0,1025.13,6.16,0.23,229.1974185,13207.1
新疆,2022,西部地区,17741.34,7271.08,7960.99,68552.0,6022.8,4793.44,2587.0,341.2,41300.0,1125.63,10.2,406.68,682.6549586999998,
甘肃省,2022,西部地区,11201.6,3945.0,5741.3,44968.0,3274.67,1954.14,2492.0,374.65,5400.0,902.86,7.67,5.44,211.4721605,8667.89
西藏,2022,西部地区,2132.64,804.67,1147.81,58438.0,200.8,128.23,364.0,105.57,,125.04,0.27,,,
贵州省,2022,西部地区,20010.37,7052.69,10095.42,52321.0,4948.57,2299.01,3856.0,678.43,13100.0,897.05,12.25,7.92,272.66160308,11024.84
重庆市,2022,西部地区,28771.84,10477.39,16281.82,89562.0,7942.19,997.84,3213.0,203.11,,242.69,4.6,141.45,125.0127114,8019.44
陕西省,2022,西部地区,33035.61,14264.71,16196.0,83529.0,11992.57,2728.04,3956.0,87.3,74604.55,456.21,6.72,307.11,601.4542196666666,16677.71
青海省,2022,西部地区,3610.1,1585.7,1644.2,60724.0,1250.26,998.05,595.0,426.78,900.0,766.5699999999999,4.1,60.0,45.55666704666666,4798.04
吉林省,2023,东北地区,13531.2,4585.0,7301.4,57739.0,3705.02,1158.73,2339.0,98.46,1000.0,442.04,5.5,19.3,,7434.0
辽宁省,2023,东北地区,30209.4,11734.5,15823.9,72107.0,10220.2,2202.5,4182.0,65.24,3000.0,65.24,13.1,8.3,,
黑龙江,2023,东北地区,15883.9,4291.3,8074.3,51563.0,3903.2,1233.8,3062.0,44.61,7000.0,44.61,9.53,59.4,,11661.2
上海市,2023,东部地区,47218.7,11613.0,35509.6,190321.0,10853.48,1015.04,2487.0,,,,0.64,36.1,,11793.23
北京市,2023,东部地区,43760.7,6525.6,37129.6,200278.0,5008.5,471.55,2186.0,8.41,,8.41,0.11,1.2,,
天津市,2023,东部地区,16737.3,5982.6,10486.2,122752.0,5618.68,837.45,1364.0,0.11,,0.11,0.63,41.7,,8544.79
山东省,2023,东部地区,92068.7,35987.9,49574.6,90771.0,29191.2,6508.08,10123.0,37.89,9000.0,37.89,13.45,8.5,,52589.3
广东省,2023,东部地区,135673.2,54437.3,75695.2,106985.0,46177.57,7010.31,12706.0,370.16,,370.16,7.98,123.7,,41046.27
江苏省,2023,东部地区,128222.2,56909.7,66236.7,150487.0,49244.6,6390.53,8526.0,30.99,1000.0,30.99,7.04,0.7,,
河北省,2023,东部地区,43944.1,16435.3,23042.6,59332.0,13968.7,4125.94,7393.0,48.2,5000.0,48.2,14.25,5.9,,33615.32
浙江省,2023,东部地区,82553.2,33952.7,46268.6,125043.0,28844.06,4353.0,6627.0,210.33,,210.33,3.82,,,31863.36
海南省,2023,东部地区,7551.2,1448.5,4595.3,72958.0,861.4,478.89,1043.0,21.17,,21.17,0.35,35.0,,3027.77
福建省,2023,东部地区,54355.1,23966.4,27171.0,129865.0,18264.63,3302.52,4183.0,368.51,0.0,368.51,5.69,,,17215.77
安徽省,2023,中部地区,47050.6,18871.8,24682.2,76830.0,14021.06,3549.45,6121.0,68.0,11000.0,68.0,7.29,2.6,,
山西省,2023,中部地区,25698.2,13329.7,10979.6,73984.0,12263.3,4572.79,3466.0,38.15,138000.0,38.15,13.2,145.9,,
江西省,2023,中部地区,32200.1,13706.5,16043.2,71216.0,11180.74,1852.6,4515.0,159.94,0.0,159.94,6.4,0.1,,11533.9
河南省,2023,中部地区,59132.4,22175.3,31597.0,60073.0,17609.78,3534.64,9815.0,129.5,10000.0,129.5,6.04,4.4,,24911.0
湖北省,2023,中部地区,55803.6,20215.5,30514.7,95538.0,16356.99,3206.02,5838.0,1312.61,0.0,1312.61,7.89,1.7,,
湖南省,2023,中部地区,50012.9,18822.8,26568.8,75938.0,14773.17,1700.42,6568.0,347.62,1000.0,347.62,6.53,0.0,,
云南省,2023,西部地区,30021.1,10256.3,15558.2,64107.0,7202.8,3905.06,4673.0,2897.65,7000.0,2897.65,18.73,0.2,,14500.78
内蒙古,2023,西部地区,24627.0,11703.6,10186.1,102677.0,9889.8,7629.94,2396.0,44.74,124000.0,44.74,22.02,305.7,,
四川省,2023,西部地区,60132.9,21306.7,32769.5,71835.0,16705.16,5006.49,8368.0,3863.44,2000.0,3863.44,10.9,602.0,,
宁夏,2023,西部地区,5315.0,2487.2,2399.6,72957.0,2130.1,2314.28,729.0,17.05,10000.0,17.05,5.31,2.2,,
广西,2023,西部地区,27202.4,8924.1,13810.1,54005.0,7434.6,2382.92,5027.0,400.46,0.0,400.46,7.69,0.4,,
新疆,2023,西部地区,19125.9,7710.3,8673.4,73774.0,6434.7,5130.66,2598.0,350.26,46000.0,350.26,8.73,417.3,,
甘肃省,2023,西部地区,11863.8,4080.8,6141.8,47867.0,3389.6,2108.97,2465.0,289.56,6000.0,289.56,7.77,7.5,,9088.69
西藏,2023,西部地区,2392.7,883.0,1294.7,65642.0,252.3,163.02,365.0,132.14,,132.14,0.31,,,
贵州省,2023,西部地区,20913.3,7311.4,10707.5,54172.0,5286.42,2368.8,3865.0,431.62,13000.0,431.62,13.44,10.5,,11148.31
重庆市,2023,西部地区,30145.8,11699.1,16372.0,94147.0,8440.53,1120.21,3191.0,224.36,,224.36,3.6,95.6,,8412.29
陕西省,2023,西部地区,33786.1,16068.9,15067.4,85448.0,11699.11,2945.78,3952.0,126.58,76000.0,126.58,6.13,328.5,,17654.79
青海省,2023,西部地区,3799.1,1612.8,1799.2,63903.0,1272.4,1009.71,594.0,378.0,1000.0,713.22,3.92,60.0,,5035.1
吉林省,2024,东北地区,14361.2,4577.6,8193.8,61689.0,3804.9,1179.62,2317.0,124.78,900.0,503.08,5.22,18.27,,
辽宁省,2024,东北地区,32612.7,11503.3,18543.7,78236.0,9911.7,2379.37,4155.0,77.71,3100.0,77.71,10.88,8.13,,
黑龙江,2024,东北地区,16476.9,4147.3,9126.2,54102.0,3786.3,1372.34,3029.0,47.48,5400.0,47.48,9.26,53.85,,11898.8
上海市,2024,东部地区,53927.0,11638.0,42189.4,217140.0,10910.9,1078.02,2480.0,,,,0.66,50.25,,12318.63
北京市,2024,东部地区,49843.1,7227.0,42500.0,228167.0,5937.6,455.64,2183.0,9.44,,9.44,0.11,1.2,,
天津市,2024,东部地区,18024.3,6214.3,11526.0,132143.0,5738.7,879.95,1364.0,0.14,,0.14,0.61,45.42,,8706.66
山东省,2024,东部地区,98565.8,39608.6,52340.3,97575.0,31934.9,6773.25,10080.0,54.53,8700.0,54.53,12.57,8.6,,
广东省,2024,东部地区,141633.8,54365.5,81431.3,111146.0,47601.6,7354.51,12780.0,429.57,,429.57,6.92,126.69,,42793.95
江苏省,2024,东部地区,137008.0,59180.1,72582.8,160694.0,49333.0,6807.37,8526.0,32.73,900.0,32.73,6.62,1.38,,
河北省,2024,东部地区,47526.9,17470.5,25534.1,64352.0,14908.5,4334.58,7378.0,65.38,4400.0,1003.38,13.72,5.05,,
浙江省,2024,东部地区,90130.6,34782.7,52761.4,135565.0,30071.6,4983.55,6670.0,263.31,,263.31,3.64,,,34599.66
海南省,2024,东部地区,7935.7,1497.9,4810.1,75903.0,924.3,515.29,1048.0,30.77,,30.77,0.29,35.64,,
福建省,2024,东部地区,57761.0,24713.2,29760.2,137920.0,19185.8,3584.41,4193.0,445.19,400.0,803.49,5.36,,,18162.49
安徽省,2024,中部地区,625.5,19607.5,27452.1,82694.0,14171.2,3863.46,6123.0,94.52,10600.0,94.52,6.65,2.54,,
山西省,2024,中部地区,25494.7,11021.5,13080.7,73769.0,9887.0,4629.49,3446.0,48.33,127900.0,48.33,12.13,167.39,,
江西省,2024,中部地区,34202.5,13688.5,17908.8,75862.0,11254.2,1963.38,4502.0,188.82,300.0,188.82,7.75,0.09,,
河南省,2024,中部地区,63590.0,24346.2,33752.4,64888.0,18555.8,3832.45,9785.0,146.08,10400.0,146.08,5.52,4.27,,25970.0
湖北省,2024,中部地区,60013.0,21573.8,32977.0,102832.0,17609.0,3498.65,5834.0,1305.91,100.0,1305.91,7.58,2.11,,
湖南省,2024,中部地区,53231.0,19534.6,28796.7,81225.0,15607.2,1900.11,6539.0,509.93,900.0,509.93,6.1,0.2,,
云南省,2024,西部地区,31534.1,10330.0,17011.1,67612.0,7453.9,4646.34,4655.0,3304.33,6700.0,3960.33,15.27,0.2,,
内蒙古,2024,西部地区,26314.6,11604.4,11837.6,110011.0,10002.3,8344.0,2388.0,55.44,130000.0,55.44,20.82,309.99,,
四川省,2024,西部地区,64697.0,22816.9,36260.2,77333.0,17884.0,5307.27,8364.0,4045.43,2200.0,4045.43,8.87,656.68,,
宁夏,2024,西部地区,5502.8,2335.4,2716.2,75484.0,2022.7,2368.02,729.0,19.84,10400.0,19.84,4.66,4.86,,
广西,2024,西部地区,28649.4,9301.0,14596.9,57071.0,7780.2,2602.85,5013.0,614.85,300.0,614.85,8.5,0.33,,
新疆,2024,西部地区,20534.1,8135.9,9826.2,78660.0,6785.5,5478.02,2623.0,382.46,54300.0,1470.72,7.57,422.75,,
甘肃省,2024,西部地区,13002.9,4436.4,6944.8,52825.0,3503.7,2271.5,2458.0,396.01,6700.0,396.01,7.65,9.12,,
西藏,2024,西部地区,2764.9,1016.1,1501.4,75237.0,413.1,171.63,370.0,132.71,,132.71,0.31,,,
贵州省,2024,西部地区,22667.1,7097.6,12597.9,58685.0,5692.7,2556.1,3860.0,616.6,14600.0,616.6,13.37,11.91,,11277.28
重庆市,2024,西部地区,32193.2,11691.0,18367.0,100903.0,8912.0,1210.1,3190.0,218.4,,218.4,3.2,98.92,,8487.91
陕西省,2024,西部地区,35538.8,14519.0,18397.8,89915.0,12207.7,3374.06,3953.0,88.85,78200.0,88.85,6.34,359.21,,18643.11
青海省,2024,西部地区,3950.8,1662.4,1929.3,66568.0,1351.5,1153.5,593.0,507.27,800.0,925.79,4.08,59.46,,
吉林省,2025,东北地区,14973.88,4716.33,8586.87,,4003.44,1196.08,,105.06,,528.62,,,,
辽宁省,2025,东北地区,33182.9,11027.6,19392.4,80094.0,,,,,2952.1,,,8.1,,
黑龙江,2025,东北地区,16878.0,4008.8,9516.6,,,1365.1,,,6329.0,,,53.5,,
上海市,2025,东部地区,56708.71,11650.62,44958.7,,11164.97,,,,,,,,,
北京市,2025,东部地区,52073.4,7187.4,44776.9,239000.0,6126.5,,,,,,,,,
天津市,2025,东部地区,18539.82,6154.46,12091.81,135972.0,5718.65,,,,,,,,,
山东省,2025,东部地区,103197.5,40541.4,55881.1,,33003.3,,,,,,,,,
广东省,2025,东部地区,145846.77,54993.5,84961.46,113769.0,,7094.56,,,,,,,,
江苏省,2025,东部地区,142351.5,60038.2,76943.7,167040.0,,,,,,,,,,
河北省,2025,东部地区,49305.2,17622.4,27168.3,66936.0,15118.8,,,70.8,,1299.6,,,,
浙江省,2025,东部地区,94545.0,35682.0,56206.0,141418.0,31262.0,5446.5,,,,,,,,
海南省,2025,东部地区,8108.85,1463.86,5002.44,77117.0,964.25,,,,,,,,,
福建省,2025,东部地区,60199.45,25497.34,31347.74,143623.0,19846.29,3747.78,,316.39,431.02,742.89,,,,
安徽省,2025,中部地区,52989.0,20055.0,29383.0,86832.0,14777.4,3522.6,,,10224.7,,,,,
山西省,2025,中部地区,25495.68,10305.0,13780.15,74223.0,9266.15,4704.5,,50.1,130912.1,50.1,,,,
江西省,2025,中部地区,36020.0,14274.5,19095.6,80259.0,11876.5,1799.0,,,,,,,,12289.52
河南省,2025,中部地区,66632.79,24926.8,36167.92,68240.0,,3430.18,,,10551.0,,,,,
湖北省,2025,中部地区,62660.9,21865.9,35414.34,107619.0,,3331.9,,1387.8,,1387.8,,,,
湖南省,2025,中部地区,55308.7,19915.5,30441.4,84888.0,,,,355.9,854.8,355.9,,,,
