Province,Year,Region,Regional GDP,Secondary industry value added,Tertiary industry value added from Long,GDP per capita from Long,Industrial value added from Long,Total electricity generation,Population,Hydropower generation from Long,Raw coal production from Long,Non fossil electricity generation,SO2 emissions,Natural gas production from Long,Total apparent CO2 emissions (mt),Total energy consumption
江苏省,2002,东部地区,10606.85,5604.49,3891.92,14369.0,4880.09,1116.56,7405.5,1.03,2593.58,1.03,112.0,0.23,232.35611174,9609.0
河北省,2002,东部地区,5518.9,2467.7,2094.2,8216.0,2175.3,1014.3,6734.6,3.64,6100.0,3.64,127.9,5.9,289.9851553066667,13404.53
浙江省,2002,东部地区,8144.1,4112.87,3346.03,17136.0,3670.38,778.2,4535.98,95.29,73.5,95.29,62.36,0.05,163.09997114,8279.64
海南省,2002,东部地区,642.74,148.88,270.97,8041.0,111.42,51.31,803.0,13.74,1.26,13.74,2.2,0.0,1.0093991,602.0
福建省,2002,东部地区,4524.38,2029.19,1835.68,13074.0,1808.95,533.1,3476.0,224.35,644.51,224.35,19.3,0.0,61.89461570666666,3615.33
安徽省,2002,中部地区,3827.66,1347.26,1696.74,6238.0,1055.3,470.6,6144.0,10.51,6138.0,10.51,39.6,0.0,133.0682493266667,5316.0
山西省,2002,中部地区,2324.8,1134.31,992.69,7082.0,991.44,842.01,3294.0,18.83,36762.0,18.83,119.9,2.06,207.6915073333333,9340.0
江西省,2002,中部地区,2450.48,941.77,972.73,5829.0,702.42,247.99,4222.4273,61.51,1375.04,61.51,29.3,0.0,56.28194362,2933.0
河南省,2002,中部地区,6094.18,2881.6,2005.47,6359.0,2531.72,909.68,9613.0,15.52,9921.0,15.52,93.7,19.36,162.7025735333333,9005.0
湖北省,2002,中部地区,4212.82,1704.41,1801.41,7437.0,1473.0,606.6,5672.0,272.59,372.55,272.59,53.9,0.91,135.13141796,6713.0
湖南省,2002,中部地区,4151.54,1523.5,1780.79,6734.0,1265.72,425.54,6629.0,227.93,1845.42,227.93,74.3,0.0,94.5465924,5045.0
云南省,2002,西部地区,2358.73,942.09,953.2,5472.0,796.47,426.99,4333.1,209.24,3066.25,209.24,36.41,0.15,63.20665663333333,4131.31
内蒙古,2002,西部地区,1940.94,754.78,811.47,8146.0,614.89,517.98,2384.1,6.74,11470.69,6.74,73.1,8.49,132.2642464466667,5190.12
四川省,2002,西部地区,4725.01,1733.38,1943.68,5890.0,1392.09,695.74,8110.0,409.85,2800.0,409.85,111.7,100.06,113.8248511533333,7510.0
宁夏,2002,西部地区,377.16,153.06,171.14,6647.0,120.54,171.02,571.5376,7.78,1818.19,7.78,22.2,0.32,1.08754144,1771.1
广西,2002,西部地区,2523.73,846.89,1074.85,5558.0,699.15,317.03,4822.0,186.34,613.52,186.34,68.3,0.0,41.82215031333333,2778.58
新疆,2002,西部地区,1612.6,589.2,733.0,8457.0,463.6,195.37,1905.0,29.21,1582.3,29.21,29.6,46.08,91.98289804,3622.4
甘肃省,2002,西部地区,1232.03,501.69,514.83,4875.0,389.38,342.8,2530.76,107.59,2365.51,107.59,42.7,0.87,79.07863145333334,3174.23
西藏,2002,西部地区,162.0,32.7,90.6,6094.0,11.7,8.0,268.0,6.88,1.56,6.88,0.1,0.0,,
贵州省,2002,西部地区,1260.43,481.96,497.65,3301.0,395.45,547.12,3837.0,221.53,5001.12,221.53,134.11,0.48,68.57656239333335,4470.0
重庆市,2002,西部地区,2310.25,981.32,1016.36,8187.0,802.97,184.75,2814.0,37.48,1211.73,37.48,70.0,45.41,57.90651513333334,2422.98
陕西省,2002,西部地区,2281.1,1007.56,991.33,6237.0,819.51,343.51,3662.0,25.92,5900.0,25.92,63.8,40.04,84.72650680000001,3447.88
青海省,2002,西部地区,340.65,113.01,182.33,6478.0,66.48,141.64,528.6,89.0,250.0,89.0,3.2,11.51,16.3825388,1018.83
吉林省,2003,东北地区,2662.08,1098.44,1075.49,9854.0,930.81,311.14,2658.6,40.8,2037.63,40.8,27.2,2.32,116.4757058466667,4468.8
辽宁省,2003,东北地区,5906.3,2841.0,2467.3,14041.0,2532.7,837.0,4210.0,22.9,5871.0,22.9,82.3,13.3,319.5404664733334,11430.7
黑龙江,2003,东北地区,3649.8,1956.4,1200.4,9570.0,1874.8,493.78,3815.0,11.72,6669.2,11.72,35.6,21.0,172.0249026133333,6309.8
上海市,2003,东部地区,6952.54,3239.62,3633.93,40000.0,3001.58,687.63,1766.0,,,,45.0,4.97,123.97791752,6658.49
北京市,2003,东部地区,5267.2,1456.4,3726.7,36583.0,1017.28,192.16,1456.0,6.52,822.57,6.52,18.3,,69.3735695,4648.2
天津市,2003,东部地区,2288.66,1137.59,1061.16,22682.0,1021.25,320.07,1011.0,0.09,,0.09,25.9,8.49,71.52413583333333,3215.0
山东省,2003,东部地区,10903.23,5720.01,3726.24,11977.0,4995.68,1396.97,9125.0,0.2,14667.27,0.2,184.0,8.1,424.1569958666666,18195.76
广东省,2003,东部地区,16286.59,7684.41,7529.26,18295.0,6991.52,1882.68,8963.0,180.02,202.34,180.02,107.52,26.88,225.5829495266667,13099.29
江苏省,2003,东部地区,12442.87,6787.11,4493.31,16743.0,6004.65,1277.88,7457.7,4.0,2760.4,4.0,124.1,0.33,268.1329425066667,11060.7
河北省,2003,东部地区,6333.6,2922.7,2346.8,9380.0,2563.2,1088.34,6769.44,3.01,6600.15,3.01,142.2,6.34,320.6887743000001,15297.89
浙江省,2003,东部地区,9892.57,5126.27,4048.45,20538.0,4501.61,1101.74,4551.58,125.0,69.39,125.0,73.43,,184.0423972,9522.56
海南省,2003,东部地区,713.96,175.82,293.85,8849.0,132.26,58.59,811.0,13.22,2.0,13.22,2.3,,8.302571506666668,683.74
福建省,2003,东部地区,5067.01,2329.67,2055.28,14523.0,2059.3,610.7,3502.0,188.99,778.22,188.99,30.4,,74.99757943333333,4062.55
安徽省,2003,中部地区,4307.77,1557.61,2000.76,7001.0,1185.7,557.15,6163.0,11.51,6726.41,11.51,45.5,,150.3633386933334,5457.1
山西省,2003,中部地区,2854.25,1520.73,1118.33,8639.0,1364.01,965.01,3314.0,19.29,29508.66,19.29,136.3,2.5,308.8455824333334,10387.0
江西省,2003,中部地区,2812.7,1204.33,1056.87,6636.0,863.31,315.35,4254.2255,47.64,951.66,47.64,43.7,,67.82999808000001,3426.0
河南省,2003,中部地区,7017.06,3348.63,2469.73,7279.0,3034.14,1025.1,9667.0,54.57,11871.0,54.57,103.9,20.14,231.7626929333333,10595.0
湖北省,2003,中部地区,4757.45,1949.76,2009.34,8378.0,1682.16,780.46,5685.0,387.75,366.4,387.75,60.9,0.94,150.5168872266667,7708.0
湖南省,2003,中部地区,4659.95,1772.29,2017.98,7589.0,1475.76,537.76,6663.0,244.01,2366.69,244.01,84.8,,104.2053074333333,6298.0
云南省,2003,西部地区,2633.39,1059.78,1079.01,6048.0,895.59,474.8,4375.6,280.9,1399.39,280.9,45.26,0.24,81.85600017333336,4449.97
内蒙古,2003,西部地区,2388.38,840.88,1127.4,10015.0,662.95,647.73,2385.8,7.07,14706.82,7.07,128.8,,126.35710096,6612.77
四川省,2003,西部地区,5346.2,2020.5,2197.13,6623.0,1627.92,849.26,8176.0,480.15,3133.88,480.15,120.7,113.43,148.6697251,9204.0
宁夏,2003,西部地区,442.61,191.75,195.23,7686.0,150.2,206.13,580.1912,7.28,2194.8,7.28,29.3,0.86,38.07641378000001,1986.5
广西,2003,西部地区,2821.11,984.08,1178.25,6119.0,813.79,362.91,4857.0,192.88,417.14,192.88,87.4,,49.71138744000001,3187.66
新疆,2003,西部地区,1889.2,700.3,795.8,9842.0,563.7,233.53,1934.0,36.33,1845.71,36.33,33.1,50.29,102.9454111933334,4064.43
甘肃省,2003,西部地区,1399.94,572.24,589.7,5525.0,452.32,404.87,2537.19,108.07,2603.27,108.07,49.4,0.21,90.30957215333333,3525.1
西藏,2003,西部地区,186.0,47.5,98.9,6883.0,13.9,10.16,272.0,9.21,2.21,9.21,0.07,,,
贵州省,2003,西部地区,1448.99,570.7,587.39,3760.0,474.48,636.6,3870.0,208.25,7802.51,208.25,132.3,0.52,111.70259638,5542.0
重庆市,2003,西部地区,2654.43,1164.12,1157.45,9450.0,953.06,188.64,2803.0,46.19,1484.2,46.19,76.6,47.29,54.54251319333333,2693.21
陕西省,2003,西部地区,2618.79,1221.17,1094.96,7142.0,1006.92,411.21,3672.0,46.75,7392.76,46.75,76.6,51.85,93.60998860000001,3918.96
青海省,2003,西部地区,385.0,132.22,206.77,7248.0,79.01,130.48,533.8,66.6,310.57,66.6,6.0,15.57,18.2439028,1122.7
吉林省,2004,东北地区,3122.01,1329.68,1223.64,11537.0,1143.95,386.0,2661.9,56.35,2589.96,56.35,28.5,3.44,123.6630979266667,4778.7
辽宁省,2004,东北地区,6469.8,2957.8,2737.6,15355.0,2629.7,874.9,4217.0,38.6,6641.9,38.6,83.1,10.3,355.8790670133333,12454.0
黑龙江,2004,东北地区,4180.3,2270.3,1329.0,10955.0,2175.7,502.0,3816.8,13.96,8476.49,13.96,37.3,20.5,193.1741844133333,7515.0
上海市,2004,东部地区,8309.39,3872.16,4355.84,46200.0,3621.82,766.15,1835.0,,,,47.3,5.73,133.8793240666667,7167.16
北京市,2004,东部地区,6252.5,1773.7,4393.4,42402.0,1483.2,204.0,1493.0,3.96,1067.9,3.96,19.1,,77.46762860000001,5139.6
天津市,2004,东部地区,2663.33,1348.28,1209.77,26175.0,1207.17,339.76,1024.0,,,,22.8,8.72,78.9938747,3697.0
山东省,2004,东部地区,13308.08,7327.61,4232.25,14540.0,6497.7,1688.0,9180.0,0.98,14764.28,0.98,182.0,9.25,518.2759317733332,19624.0
广东省,2004,东部地区,18994.03,9191.71,8582.49,21019.0,8433.23,2141.0,9111.0,192.13,557.35,192.13,114.8,43.54,251.3181084333334,15210.47
江苏省,2004,东部地区,14823.13,8325.76,5196.97,19790.0,7407.76,1539.49,7522.95,3.0,2747.03,3.0,124.0,0.53,314.1970611200001,13652.0
河北省,2004,东部地区,7588.6,3467.9,2787.1,11178.0,3047.8,1256.0,6808.75,4.02,8651.97,4.02,142.8,6.63,365.6779623933334,17347.79
浙江省,2004,东部地区,11660.69,6160.4,4696.46,23841.0,5428.69,1232.0,4577.22,95.38,52.1,95.38,81.4,,231.8204403933333,10824.69
海南省,2004,东部地区,802.68,199.6,331.09,9859.0,147.56,66.0,818.0,9.23,,9.23,2.3,1.29,8.767500066666669,742.48
福建省,2004,东部地区,5792.03,2738.71,2290.47,16476.0,2422.22,675.0,3529.0,184.84,1076.05,184.84,32.6,,86.71496977333332,4527.8
安徽省,2004,中部地区,5129.12,1846.21,2332.4,8279.0,1378.2,611.57,6228.0,18.11,8147.86,18.11,48.9,,165.28613316,6017.0
山西省,2004,中部地区,3495.99,1931.63,1301.49,10515.0,1757.82,1079.0,3335.0,21.0,48392.72,21.0,141.5,3.04,322.9408937133335,11251.0
江西省,2004,中部地区,3398.06,1505.19,1228.35,7960.0,1149.79,327.77,4283.5667,75.55,1232.64,75.55,51.9,,83.35710204666667,3814.0
河南省,2004,中部地区,8493.48,4080.74,2765.17,8763.0,3536.8,1185.58,9717.0,78.36,14445.0,78.36,125.6,18.55,239.2608385333334,13074.0
湖北省,2004,中部地区,5664.15,2273.53,2264.38,9746.0,1955.61,1125.46,5698.0,697.24,1016.62,697.24,69.2,1.08,169.1064862933333,9120.0
湖南省,2004,中部地区,5542.62,2135.55,2384.62,9004.0,1768.81,651.0,6698.0,280.93,6016.57,280.93,87.2,,114.20551852,7599.2
云南省,2004,西部地区,3136.38,1267.79,1260.84,7136.0,1060.41,548.0,4415.2,299.83,5045.03,299.83,47.75,0.18,59.664265,5209.81
内蒙古,2004,西部地区,2942.35,1041.21,1378.35,12315.0,823.39,816.75,2392.7,8.49,21235.21,8.49,117.9,17.19,210.0543303733334,8601.81
四川省,2004,西部地区,6303.96,2439.71,2535.18,7895.0,1990.03,934.0,8090.0,620.57,7651.35,620.57,126.4,114.03,169.8660307933333,10700.0
宁夏,2004,西部地区,519.92,232.58,222.01,8904.0,190.28,260.05,587.7142,9.4,2354.59,9.4,29.3,0.78,61.32177393999999,2249.9
广西,2004,西部地区,3433.5,1253.7,1361.92,7182.0,1044.8,378.49,4889.0,185.41,589.19,185.41,94.4,,67.23290950666666,4014.56
新疆,2004,西部地区,2170.4,887.1,844.1,11139.0,734.5,263.84,1963.0,35.03,4188.9,35.03,48.0,57.48,120.9773801733333,4784.83
甘肃省,2004,西部地区,1653.61,680.27,690.02,6512.0,549.52,457.26,2541.48,120.79,3539.98,120.79,48.4,0.2,99.56673650666669,3908.0
西藏,2004,西部地区,217.9,51.3,124.5,7946.0,16.0,11.7,276.0,10.46,1.64,10.46,0.1,,,
贵州省,2004,西部地区,1672.7,667.02,670.58,4303.0,565.13,713.04,3904.0,226.05,9800.0,226.05,131.5,,123.3823211333333,6021.0
重庆市,2004,西部地区,3103.17,1392.55,1290.19,11091.0,1146.43,232.82,2793.0,93.5,1738.19,93.5,79.5,51.57,64.41700151333333,2891.06
陕西省,2004,西部地区,3178.4,1506.05,1315.64,8645.0,1269.9,480.95,3681.0,42.49,8425.99,42.49,81.8,74.56,116.460216,4776.0
青海省,2004,西部地区,443.73,154.41,231.23,8275.0,98.38,173.44,538.6,111.3,452.26,111.3,7.4,18.35,19.61505959333333,1364.38
吉林省,2005,东北地区,3620.27,1580.83,1413.83,13348.0,1363.94,412.08,2716.0,78.3,2487.23,78.3,38.2,5.4,146.8518753866666,5258.5
辽宁省,2005,东北地区,7260.8,3443.9,2962.5,17210.0,3007.4,904.2,4221.0,56.7,6395.0,56.7,119.75,11.7,397.8944398866666,12883.3
黑龙江,2005,东北地区,4804.5,2656.4,1473.5,12582.0,2556.6,596.0,3820.0,14.7,7253.4,14.7,50.8,24.43,228.03843518,8076.0
上海市,2005,东部地区,9398.77,4314.9,4995.81,50500.0,4038.67,734.0,1890.0,,,,51.3,6.04,142.3171622933333,7730.66
北京市,2005,东部地区,7149.8,1907.4,5155.5,47182.0,1705.4,213.0,1538.0,4.71,945.2,4.71,19.1,4932.0,95.36991643333332,5049.8
天津市,2005,东部地区,3203.57,1630.53,1460.66,30097.0,1451.34,369.0,1043.0,0.08,,0.08,26.5,8.79,89.59155360666666,4085.0
山东省,2005,东部地区,15947.51,8841.13,5178.21,17308.0,7875.58,1911.0,9248.0,1.3,14030.0,1.3,200.0,9.25,661.8382439,24162.0
广东省,2005,东部地区,22366.06,11049.21,9921.62,24438.0,10231.13,2163.36,9194.0,207.74,383.38,207.74,129.4,44.75,272.16552162,17920.98
江苏省,2005,东部地区,18121.33,10234.06,6497.07,23984.0,9154.98,1789.53,7588.24,2.66,2817.56,2.66,137.34,0.64,386.7146235066667,17167.39
河北省,2005,东部地区,8773.4,4123.9,3304.2,12845.0,3638.5,1339.0,6850.83,5.61,7956.4,5.61,149.6,6.92,408.92742134,19836.0
浙江省,2005,东部地区,13212.64,6953.67,5377.5,26649.0,6177.64,1456.0,4602.11,135.11,41.29,135.11,86.0,0.03,267.3537220866667,12031.67
海南省,2005,东部地区,884.87,229.83,365.18,10753.0,168.92,82.0,828.0,10.64,,10.64,2.2,1.66,7.554672553333333,822.2
福建省,2005,东部地区,6506.93,3095.92,2618.48,18366.0,2744.68,778.0,3557.0,291.0,1331.74,291.0,46.12,,99.37323437333335,5753.99
安徽省,2005,中部地区,5675.85,2197.4,2511.95,9193.0,1664.58,648.0,6120.0,12.52,8434.0,12.52,67.2,,171.6427301933333,6505.98
山西省,2005,中部地区,4079.38,2389.51,1442.05,12195.0,2192.31,1316.5,3355.0,20.32,55426.0,20.32,151.6,3.24,296.4701554133333,12750.0
江西省,2005,中部地区,3941.23,1834.65,1388.89,9440.0,1468.68,373.0,4311.2439,67.88,2565.05,67.88,61.3,,90.32009306666666,4286.0
河南省,2005,中部地区,10199.5,5063.63,3291.83,10682.0,3228.0,1414.68,9768.0,67.91,18761.0,67.91,162.45,17.62,343.3293820799998,14625.0
湖北省,2005,中部地区,6631.65,2758.83,2641.02,11554.0,2410.42,1290.0,5710.0,813.65,478.07,813.65,71.7,1.12,167.8449044066666,10082.0
湖南省,2005,中部地区,6369.87,2490.17,2801.36,10200.0,2075.4,644.0,6326.0,241.28,3646.51,241.28,91.9,0.74,167.2107180533333,9709.0
云南省,2005,西部地区,3497.69,1387.3,1464.09,7890.0,1144.61,624.0,4450.4,349.19,6462.14,349.19,52.19,0.22,124.5597114866667,6023.97
内蒙古,2005,西部地区,3523.7,1377.8,1556.34,14695.0,1101.69,1056.59,2403.1,11.55,26000.0,11.55,145.6,38.57,246.5671696333333,8772.6
四川省,2005,西部地区,7195.88,2961.19,2831.45,8721.0,2454.28,1019.0,8212.0,653.35,5219.05,653.35,129.9,142.3,159.38908744,11816.0
宁夏,2005,西部地区,579.89,259.79,250.29,9796.0,214.4,313.0,596.2029,16.41,2589.77,16.41,34.3,0.04,74.03123621333333,2470.4
广西,2005,西部地区,3984.1,1510.68,1560.92,8068.0,1264.84,446.0,4660.0,195.82,700.34,195.82,97.0,,70.54686174666668,4536.74
新疆,2005,西部地区,2520.5,1127.1,907.8,12687.0,933.3,310.0,2010.0,42.33,3898.81,42.33,51.9,106.71,132.4432467866667,5506.0
甘肃省,2005,西部地区,1864.63,772.24,788.11,7332.0,633.32,506.0,2545.1,165.57,3619.84,165.57,56.3,0.84,104.5096313733333,4300.88
西藏,2005,西部地区,243.1,60.5,137.7,8733.0,17.4,13.0,280.0,12.1,3.4,12.1,0.2,,,
贵州省,2005,西部地区,1964.21,797.87,803.85,5146.0,679.0,798.0,3730.0,213.35,10800.0,213.35,135.8,0.53,144.1303374333334,5641.25
重庆市,2005,西部地区,3491.6,1559.17,1477.35,12490.0,1294.86,234.03,2798.0,67.32,1957.79,67.32,83.71,57.09,73.2754897,3027.4
陕西省,2005,西部地区,3857.37,1807.76,1631.01,10466.0,1532.17,504.94,3690.0,50.54,10810.72,50.54,92.2,80.59,217.3277412266667,5571.0
青海省,2005,西部地区,499.42,190.29,246.33,9233.0,132.98,213.0,543.2,160.58,555.0,160.58,12.4,22.26,21.12029075333333,1830.48
吉林省,2006,东北地区,4275.12,1915.29,1687.07,15720.0,1659.29,443.0,2679.5,54.6,3004.05,54.6,40.9,2.41,164.06577424,5871.5
辽宁省,2006,东北地区,8390.3,4060.7,3421.1,19760.0,3643.6,1013.4,4271.0,47.0,7367.3,47.0,125.91,11.9,417.3374601666666,14228.0
黑龙江,2006,东北地区,5386.1,2998.0,1656.2,14094.0,2890.2,647.0,3823.0,14.74,7899.2,14.74,51.8,24.65,231.43816134,8727.5
上海市,2006,东部地区,10825.4,4929.16,5804.69,56200.0,4621.17,710.96,1964.0,,,,50.8,5.64,138.3523416466667,8355.49
北京市,2006,东部地区,8387.0,2072.1,6227.7,53438.0,1713.8,215.0,1601.0,4.94,642.1,4.94,17.6,,81.27561754666667,5399.3
天津市,2006,东部地区,3592.52,1834.54,1654.63,33924.0,1644.59,359.0,1075.0,0.1,,0.1,25.5,10.5,90.40551881333333,4500.0
山东省,2006,东部地区,18967.8,10568.49,6301.05,20443.0,9467.48,2315.0,9309.0,0.17,14100.0,0.17,196.0,8.55,745.5731740983333,26759.0
广东省,2006,东部地区,26403.14,13158.01,11750.44,28336.0,12259.42,2466.0,9442.0,267.99,,267.99,126.7,48.95,310.2787414533333,19971.0
江苏省,2006,东部地区,21240.79,11991.11,7781.39,27868.0,10812.04,2216.4,7655.66,3.05,3047.53,3.05,130.4,0.61,419.5027709866667,18742.19
河北省,2006,东部地区,10043.0,4771.9,3869.3,14609.0,4239.5,1461.0,6897.86,14.42,8364.71,14.42,154.55,6.55,409.1073463966667,21794.09
浙江省,2006,东部地区,15516.43,8295.66,6307.61,30840.0,7418.99,1766.0,4629.43,139.76,18.33,139.76,85.9,,302.1794427733333,13218.85
海南省,2006,东部地区,1027.45,291.62,425.12,12350.0,221.31,97.0,836.0,11.59,,11.59,2.4,2.05,14.61085161333333,920.45
福建省,2006,东部地区,7586.16,3629.68,3127.66,21244.0,3189.45,904.0,3585.0,346.82,1759.18,346.82,46.9,,112.5748255666667,6396.85
安徽省,2006,中部地区,6500.31,2653.16,2836.11,10630.0,2031.2,734.0,6110.0,15.72,8331.9,15.72,58.4,,188.5595417533333,7069.0
山西省,2006,中部地区,4713.6,2799.28,1657.91,14008.0,2578.89,1526.0,3375.0,23.87,58142.0,23.87,147.8,6.02,313.86090118,14098.0
江西省,2006,中部地区,4696.8,2337.59,1584.1,10859.0,1923.0,440.0,4339.1287,95.4,2121.7,95.4,63.4,,101.1802870533333,4660.1
河南省,2006,中部地区,11974.61,6198.57,3906.22,12758.0,5584.8,1590.25,9820.0,88.26,18532.0,88.26,162.44,18.68,352.47168086,16234.0
湖北省,2006,中部地区,7670.83,3270.8,3135.48,13210.0,2863.47,1307.0,5693.0,756.06,1117.73,756.06,76.0,1.16,199.6790913666666,11049.0
湖南省,2006,中部地区,7431.55,3030.72,3156.2,11733.0,2547.4,755.0,6342.0,290.69,5948.84,290.69,93.4,,184.8534052133333,10581.0
云南省,2006,西部地区,4090.66,1674.19,1711.97,9158.0,1387.79,754.0,4483.0,355.72,2216.0,355.72,55.1,0.17,140.6143401746,6620.57
内蒙古,2006,西部地区,4161.75,1722.36,1804.45,17275.0,1395.84,1416.0,2415.1,12.8,29759.63,12.8,155.7,53.07,277.98126238,10092.89
四川省,2006,西部地区,8494.68,3658.07,3222.62,10613.0,3059.45,1227.0,8169.0,784.65,6363.1,784.65,128.1,159.95,167.74815338,12986.0
宁夏,2006,西部地区,683.28,321.89,284.55,11389.0,268.55,388.0,603.7305,16.38,3153.68,16.38,38.3,,82.42119286000003,2762.7
广西,2006,西部地区,4746.16,1878.56,1835.12,9421.0,1592.33,523.0,4719.0,243.69,680.53,243.69,99.4,,80.97079900666667,5022.95
新疆,2006,西部地区,2957.3,1409.8,1045.1,14567.0,1242.6,357.0,2050.0,53.42,3034.5,53.42,54.93,164.2,148.51230716,6047.0
甘肃省,2006,西部地区,2202.97,972.5,900.64,8653.0,818.27,530.0,2546.79,170.45,3822.79,170.45,54.6,1.53,110.4577610533333,4670.33
西藏,2006,西部地区,285.9,76.1,162.2,10112.0,21.5,15.0,285.0,13.79,,13.79,0.2,,,
贵州省,2006,西部地区,2292.28,952.97,972.16,6179.0,806.98,974.66,3690.0,225.96,11817.0,225.96,146.5,,167.5403101666666,6172.0
重庆市,2006,西部地区,3949.01,1873.42,1695.91,14089.0,1573.06,275.44,2808.0,56.43,2172.19,56.43,86.0,70.88,83.98257561333332,3339.78
陕西省,2006,西部地区,4642.12,2271.02,1904.89,12565.0,1943.99,577.31,3699.0,39.88,15457.62,39.88,98.1,80.47,187.3837554133333,6129.36
青海省,2006,西部地区,585.15,228.06,291.25,10728.0,166.15,282.0,547.7,209.58,592.0,209.58,13.0,25.03,24.32345878666667,2085.84
吉林省,2007,东北地区,5284.69,2475.45,2025.44,19383.0,2170.74,495.0,2696.1,61.83,3354.18,61.83,39.9,5.22,161.9128054933333,6465.9
辽宁省,2007,东北地区,10292.2,5060.2,4154.7,24022.0,4565.4,1115.0,4298.0,43.8,6349.1,43.8,123.38,8.7,410.6263911333333,15757.9
黑龙江,2007,东北地区,6193.7,3383.0,1918.3,16199.0,3254.1,685.0,3824.0,10.41,7997.1,10.41,51.5,25.5,222.49605006,9374.0
上海市,2007,东部地区,13179.77,5677.51,7402.87,65400.0,5357.89,737.8,2064.0,,,,49.8,5.07,131.5620200066666,9103.3
北京市,2007,东部地区,10425.5,2413.4,7912.8,63629.0,1989.1,228.0,1676.0,4.93,648.8,4.93,15.2,,80.40556009999999,5747.7
天津市,2007,东部地区,4229.85,2123.63,1998.75,38629.0,1888.57,393.0,1115.0,0.14,,0.14,24.5,13.34,90.02082730666667,4943.0
山东省,2007,东部地区,22718.06,12529.41,7737.64,24329.0,11233.13,2698.0,9367.0,0.77,14518.34,0.77,182.0,7.84,765.6405900425733,29177.0
广东省,2007,东部地区,32308.51,16022.56,14622.46,33828.0,14990.77,2732.0,9660.0,241.03,,241.03,120.3,52.48,327.4452751533334,22217.0
江苏省,2007,东部地区,25988.36,14497.42,9775.38,33798.0,13137.87,2674.43,7723.13,2.95,2480.2,2.95,121.8,0.58,436.34622378,20948.04
河北省,2007,东部地区,12152.9,5849.5,4566.4,17561.0,5267.4,1646.0,6943.19,5.68,8662.98,5.68,149.25,7.14,453.9808601466667,23585.13
浙江省,2007,东部地区,18914.68,10122.74,7822.67,36991.0,9093.98,1915.0,4659.34,118.15,12.33,118.15,79.7,,326.1573562673333,14524.13
海南省,2007,东部地区,1234.0,354.26,528.42,14683.0,268.37,115.0,845.0,13.09,,13.09,2.6,2.03,34.20510165333334,1057.0
福建省,2007,东部地区,9474.26,4521.78,4001.26,26328.0,3956.44,1038.0,3612.0,311.59,1991.74,311.59,44.6,,128.6655461666667,7109.26
安徽省,2007,中部地区,7941.61,3371.8,3453.49,12989.0,2604.93,873.0,6118.0,19.67,9369.78,19.67,57.2,,197.4015286133333,7739.0
山西省,2007,中部地区,5935.58,3602.31,2029.81,17542.0,3350.94,1761.0,3393.0,47.32,63021.0,47.32,138.7,,238.13284176,15601.0
江西省,2007,中部地区,5777.62,2950.31,1958.71,12562.0,2435.45,502.0,4368.4125,85.06,2379.8,85.06,62.1,,107.21879194,5052.5
河南省,2007,中部地区,14773.2,7696.51,4920.01,15756.0,7067.2,1910.97,9869.0,88.53,18917.0,88.53,156.4,15.76,394.8922769600001,17838.0
湖北省,2007,中部地区,9451.39,4128.89,3991.06,16593.0,3597.37,1588.0,5699.0,937.7,1084.26,937.7,70.8,1.17,210.5929383666666,12143.0
湖南省,2007,中部地区,9285.45,3867.42,3854.22,14405.0,3375.87,860.0,6355.0,312.56,4852.35,312.56,90.4,,202.4290177466667,11629.0
云南省,2007,西部地区,5077.35,2057.4,2170.35,11287.0,1728.25,905.0,4514.0,430.95,7755.19,430.95,53.37,0.14,137.4089333354434,7132.63
内蒙古,2007,西部地区,5166.93,2122.73,2281.65,21334.0,1737.82,1931.95,2428.8,11.86,35437.94,11.86,145.6,70.47,328.9522359934332,11373.67
四川省,2007,西部地区,10562.1,4607.73,3987.84,12963.0,3896.48,1263.0,8127.0,814.13,7758.8,814.13,117.9,187.46,207.8213225,14214.0
宁夏,2007,西部地区,877.59,422.01,362.69,14458.0,357.57,453.0,610.2518,17.47,3729.9,17.47,37.0,,98.25269680866667,3014.7
广西,2007,西部地区,5835.33,2434.0,2159.98,11542.0,2098.73,683.0,4768.0,323.52,721.48,323.52,97.4,,89.63135676766666,5588.61
新疆,2007,西部地区,3500.0,1588.5,1318.3,16887.0,1406.8,414.0,2095.0,58.84,3986.8,58.84,58.0,210.2,152.4524343466667,6576.0
甘肃省,2007,西部地区,2675.12,1254.14,1055.05,10501.0,1070.21,619.0,2548.19,189.08,3985.91,189.08,52.31,0.63,118.0346358933333,5031.35
西藏,2007,西部地区,344.1,95.2,196.6,11991.0,28.1,15.0,289.0,13.99,,13.99,0.19,,,
贵州省,2007,西部地区,2882.98,1187.17,1265.17,7875.0,1000.86,1166.32,3632.0,340.62,10900.0,340.62,137.52,,159.51047436,6800.0
重庆市,2007,西部地区,4837.51,2237.3,2130.78,17203.0,1862.32,325.22,2816.0,83.75,2711.65,83.75,82.62,71.11,91.47992769999999,3869.5
陕西省,2007,西部地区,5739.71,2865.89,2313.14,15498.0,2449.83,698.76,3708.0,55.45,18313.26,55.45,92.7,110.1,234.27514794,6774.86
青海省,2007,西部地区,720.06,275.28,363.17,13100.0,207.52,308.0,551.6,207.76,896.1,207.76,13.4,34.02,24.982790341,2295.91
吉林省,2008,东北地区,6426.1,3097.12,2412.26,23521.0,2688.37,578.0,2710.5,58.91,3980.09,58.91,37.8,8.74,190.51846928,7100.1
